itemLabel.value,film_id,year,instanceLabel,duration,englishTitle,originalTitle,description,genre,country,language,director,production_company,imdb_id,kinopoisk_id,cast,screenwriter,youtube_id,director_of_photography,composer,wikipedia_url
Forgive Me,Q20091912,1986.0,['film'],79.0,['Forgive Me'],['Прости'],['1986 film directed by Ernest Yasan'],['drama film'],['Soviet Union'],['Russian'],['Q4539150'],['Lenfilm'],['tt0091797'],['43323'],"['Q271630', 'Q449925', 'Q1657736']",['Viktor Merezhko'],['K2dbhoaZ7PI'],['Ivan Bagayev'],['Vadim Bibergan'],"['https://en.wikipedia.org/wiki/Forgive_Me_(film)', 'https://ru.wikipedia.org/wiki/Прости_(фильм)']"
Точка отсчёта,Q25395158,1979.0,['film'],98.0,,['Точка отсчёта'],['1979 film by Viktor Turov'],,['Soviet Union'],,['Q3920850'],['Belarusfilm'],['tt0314791'],['42261'],,,,['Yuri Marukhin'],['Oleg Yanchenko'],['https://ru.wikipedia.org/wiki/Точка_отсчёта_(фильм)']
У призраков в плену,Q16720674,1984.0,['film'],85.0,,['У призраков в плену'],['1984 film by Anatoliy Ivanov'],['drama film'],['Soviet Union'],['Ukrainian'],['Q12073720'],['Dovzhenko Film Studios'],['tt0264119'],['42479'],,,,['Boris Myasnikov'],,['https://ru.wikipedia.org/wiki/У_призраков_в_плену']
В Крыму не всегда лето,Q17582614,1987.0,['film'],,,['В Крыму не всегда лето'],['1987 film by Villen Novak'],['biographical film'],['Soviet Union'],['Russian'],['Q4321848'],['Odesa Film Studio'],['tt0287083'],['45600'],,['Igor Bolgarin'],,['Vadim Avloshenko'],['Vladislav Kladnitsky'],['https://ru.wikipedia.org/wiki/В_Крыму_не_всегда_лето']
Ошибка Оноре де Бальзака,Q19019145,1968.0,['film'],100.0,,['Ошибка Оноре де Бальзака'],['1968 film by Timofei Levchuk'],"['drama film', 'biographical film']",['Soviet Union'],['Russian'],['Q4256822'],['Dovzhenko Film Studios'],['tt0172929'],['42806'],"['Q4082557', 'Q4135883', 'Q4184723', 'Q4321672', 'Q4500586']","['Leonid Bykov', 'Natan Rybak', 'Oleksandr Satsky']",,['Vladimir Voytenko'],['Heorhii Maiboroda'],['https://ru.wikipedia.org/wiki/Ошибка_Оноре_де_Бальзака']
Ещё до войны,Q25394553,1982.0,['film'],130.0,,['Ещё до войны'],['1982 film by Boris Savchenko'],['melodrama'],['Soviet Union'],['Russian'],['Q22283704'],['Dovzhenko Film Studios'],['tt5581738'],['460553'],['Q4297427'],['Artur Voytetsky'],,,['Yevhen Stankovych'],['https://ru.wikipedia.org/wiki/Ещё_до_войны_(фильм)']
Those People of the Nile,Q20404230,1972.0,['film'],,['Those People of the Nile'],,['1972 film by Youssef Chahine'],,"['Egypt', 'Soviet Union']","['Russian', 'Arabic']",['Q312611'],,['tt0063337'],['46347'],"['Q254274', 'Q2425090', 'Q3092023', 'Q7403450', 'Q12225006']",,,,,['https://en.wikipedia.org/wiki/Those_People_of_the_Nile']
Ссыльный № 011,Q20506808,1978.0,['film'],75.0,,['Ссыльный № 011'],['1978 film by Laert Vagharshyan'],['biographical film'],['Soviet Union'],['Russian'],['Q20510252'],['Armenfilm'],['tt5479458'],['963576'],"['Q282818', 'Q447193', 'Q1713901', 'Q4149806', 'Q4226969', 'Q4282047', 'Q13052525', 'Q20514052']",['Laert Vagharshyan'],,['Levon Atoyants'],['Edvard Mirzoyan'],['https://ru.wikipedia.org/wiki/Ссыльный_№_011']
Land and Gold,Q20511065,1984.0,['film'],79.0,['Land and Gold'],['Земля и золото'],['1984 film by Arman Manaryan'],,['Soviet Union'],,['Q4280154'],['Armenfilm'],,['764737'],"['Q4176400', 'Q4500289', 'Q4523123', 'Q10969714', 'Q13053941', 'Q13054288', 'Q16366524', 'Q16381632', 'Q20508470', 'Q20511028', 'Q20513861', 'Q22665499', 'Q26839252']",['Shahen Tatikyan'],,['Vrezh Petrosyan'],['Stepan Shakaryan'],['https://ru.wikipedia.org/wiki/Земля_и_золото']
Председатель ревкома,Q20510401,1977.0,['film'],73.0,,['Председатель ревкома'],['1977 film'],['historical film'],['Soviet Union'],,['Q20509558'],['Armenfilm'],,['798292'],"['Q4280721', 'Q6535809', 'Q7938514', 'Q13055031', 'Q16366524', 'Q16399896', 'Q18694410', 'Q19365987', 'Q20508902', 'Q20510339', 'Q20511470', 'Q20512919', 'Q20514043', 'Q21212628', 'Q26213167']","['Stepan Zoryan', 'Gevorg Hayryan']",,,['Edvard Mirzoyan'],['https://ru.wikipedia.org/wiki/Председатель_ревкома_(фильм)']
"Here, on This Crossroads",Q20513167,1974.0,['film'],,"['Here, on This Crossroads']",,['1974 film by Karen Gevorkian'],,['Soviet Union'],['Armenian'],['Q4134675'],['Armenfilm'],['tt0363450'],,"['Q4322571', 'Q4523123', 'Q19365987', 'Q20509201', 'Q26213167']",['Manuk Mnatsakanyan'],,,['Tigran Mansurian'],[]
"Там, где небо лежит на земле",Q20513157,1989.0,['film'],83.0,,"['Там, где небо лежит на земле']",['1989 film'],,['Soviet Union'],,,['Armenfilm'],,['42198'],"['Q4500289', 'Q4523123', 'Q20511418']",['Boris Ayrapetyan'],,,['Tigran Mansurian'],[]
Над нами Южный Крест,Q20646604,1965.0,['film'],76.0,,['Над нами Южный Крест'],['1965 film by Vadim Ilyenko'],['drama film'],['Soviet Union'],['Russian'],['Q4199503'],['Dovzhenko Film Studios'],['tt0351406'],['46297'],['Q647413'],['Igor Bolgarin'],,['Vadym Illenko'],['Leonid Grabovskiy'],['https://ru.wikipedia.org/wiki/Над_нами_Южный_Крест']
"Поговорим, брат…",Q21393961,1978.0,['film'],138.0,,"['Поговорим, брат…']",['1978 film by Yuri Chulyukin'],['action film'],['Soviet Union'],['Russian'],['Q4517961'],"['Mosfilm', 'Belarusfilm']",['tt0131541'],,"['Q1967550', 'Q4103367', 'Q4113358', 'Q4141670', 'Q4149337', 'Q4199839', 'Q4236741', 'Q4279321', 'Q4290872', 'Q4468475']","['Georgy Kushnirenko', 'Albert Ivanov']",['3QsEw6koswk'],,['Alexander Gradsky'],"['https://ru.wikipedia.org/wiki/Поговорим,_брат…']"
Two in the steppe,Q21638661,1964.0,['film'],,['Two in the steppe'],['Двое в степи'],['1964 film by Anatoly Efros'],['drama film'],['Soviet Union'],['Russian'],['Q3443841'],['Mosfilm'],['tt0173783'],['44366'],['Q4074628'],['Emmanuil Kazakevich'],,['Pyotr Yemelyanov'],"[""Hovhannes G. Ter-T'at'evosyan""]","['https://en.wikipedia.org/wiki/Two_on_the_Steppes', 'https://ru.wikipedia.org/wiki/Двое_в_степи']"
Институт бабушек,Q21843582,1984.0,['film'],58.0,,['Институт бабушек'],['1984 film by Marina Ishimbayeva'],['drama film'],['Soviet Union'],,['Q4205569'],,,,['Q4495381'],['Anna Rodionova'],,,,['https://ru.wikipedia.org/wiki/Институт_бабушек']
"Конь, ружьё и вольный ветер",Q24938526,1975.0,['film'],,,"['Конь, ружьё и вольный ветер']",['1975 film by Vlad Ioviţă'],,['Soviet Union'],,['Q4202608'],['Moldova-Film'],,,,['Vlad Ioviţă'],,,,"['https://ru.wikipedia.org/wiki/Конь,_ружьё_и_вольный_ветер']"
Прощальная гастроль «Артиста»,Q25396283,1979.0,['film'],83.0,,['Прощальная гастроль «Артиста»'],['1979 film by Aleksandr Faintsimmer'],,['Soviet Union'],['Russian'],['Q2002232'],['Mosfilm'],['tt0314544'],['43314'],['Q4431272'],,['8tHqUzPr8lU'],['Viktor Yakushev'],['Viktor Babushkin'],['https://ru.wikipedia.org/wiki/Прощальная_гастроль_«Артиста»']
Таёжный десант,Q27049549,1965.0,['film'],,,['Таёжный десант'],['film directed by Vladimir Arkadevitsj Krasnopolskiy'],"['drama film', 'novella film']",['Soviet Union'],['Russian'],"['Q4238951', 'Q4477716']",['Mosfilm'],['tt0471935'],['224299'],"['Q4094609', 'Q4152679', 'Q4454223']","['Vladimir Arkadevitsj Krasnopolskiy', 'Vladimir Orlov', 'Valery Uskov']",['ZZsBHN-KCsA'],['Pyotr Yemelyanov'],['Leonid Afanasyev'],['https://ru.wikipedia.org/wiki/Таёжный_десант']
The Lonely Nut-Tree,Q20511716,1986.0,['film'],,['The Lonely Nut-Tree'],['Одинокая орешина'],['1986 film by Frunze Dovlatyan'],['melodrama'],['Soviet Union'],,['Q4164023'],,['tt0300283'],['42724'],"['Q471740', 'Q4164023', 'Q6535809', 'Q16393603', 'Q16399906', 'Q19365987', 'Q20507095', 'Q20508583', 'Q20511315', 'Q20511418', 'Q20514052', 'Q21213217', 'Q21468066', 'Q22138688', 'Q22665521']","['Frunze Dovlatyan', 'Vardges Petrosyan', 'Arnold Agababov']",,,,[]
"Игра (фильм, 1981)",Q20565221,1981.0,['film'],,,"['Игра (фильм, 1981)']",['1981 film by Arvīds Krievs'],,['Soviet Union'],['Latvian'],['Q4240986'],['Riga Film Studio'],['tt0251740'],['42577'],,,,,['Mārtiņš Brauns'],"['https://ru.wikipedia.org/wiki/Игра_(фильм,_1981)']"
Atlari yaharlayin,Q20571530,1983.0,['film'],82.0,['Atlari yaharlayin'],['Пора седлать коней'],['1983 film by Abdül Mahmudov'],"['action film', 'adventure film', 'costume drama', 'biographical film']","['Azerbaijan', 'Soviet Union', 'Azerbaijan Soviet Socialist Republic']","['Russian', 'Azerbaijani']","['Q4465673', 'Q16378307']",['Azerbaijanfilm'],['tt0263880'],['43125'],"['Q4076272', 'Q4465673', 'Q6580665', 'Q12848688', 'Q12850249', 'Q16368250', 'Q16370613', 'Q16377979', 'Q16416053']","['Suleyman Rustam', 'Əhmədağa Muğanlı']",,['Kenan Mamedov'],['Emin Sabitoglu'],['https://ru.wikipedia.org/wiki/Пора_седлать_коней']
Borys Hodunov,Q25393779,1987.0,['film'],,['Borys Hodunov'],['Борис Годунов'],['1987 film by Boris Nebieridze'],['musical film'],['Soviet Union'],['Russian'],['Q4315520'],['Ukrtelefilm'],['tt0257454'],['578861'],"['Q487830', 'Q12093731', 'Q18408537']",['Boris Nebieridze'],,,['Modest Petrovich Mussorgsky'],"['https://ru.wikipedia.org/wiki/Борис_Годунов_(фильм,_1987)']"
The Inner Circle,Q2732154,1991.0,['film'],137.0,['The Inner Circle'],['Ближний круг'],['1991 drama film directed by Andrei Konchalovsky'],"['drama film', 'biographical film']","['United States of America', 'Italy', 'Soviet Union']","['English', 'Russian']",['Q55208'],['Mosfilm'],['tt0103838'],['14955'],"['Q211283', 'Q242472', 'Q315039', 'Q466139', 'Q1377478', 'Q1695947', 'Q1958260', 'Q2379973', 'Q2627297', 'Q2641455', 'Q4066858', 'Q4070931', 'Q4076199', 'Q4111823', 'Q4123391', 'Q4137272', 'Q4176044', 'Q4441520', 'Q4484032', 'Q15087696']",['Andrei Konchalovsky'],"['qmIqkZeYkns', 'zMjlMsjITYM']",['Ennio Guarnieri'],['Eduard Artemyev'],"['https://en.wikipedia.org/wiki/The_Inner_Circle_(1991_film)', 'https://ru.wikipedia.org/wiki/Ближний_круг']"
The White Ship,Q3220350,1976.0,['film'],99.0,['The White Ship'],['Белый пароход'],['1976 film'],['drama film'],['Soviet Union'],['Kyrgyz'],['Q2082639'],['Kyrgyzfilm'],['tt0169601'],['46072'],,['Bolotbek Shamshiyev'],"['IczAH7ewNX8', 'TH__yG9gz5M']",['Manasbek Musaev'],['Alfred Schnittke'],"['https://en.wikipedia.org/wiki/The_White_Ship_(1976_film)', 'https://ru.wikipedia.org/wiki/Белый_пароход_(фильм)']"
Q12843053,Q12843053,1991.0,['film'],,,,['1991 film by Vagif Mustafayev'],['drama film'],['Soviet Union'],['Russian'],['Q4308540'],,['tt0103219'],['45801'],,,,['Valeri Ginzburg'],,[]
Q12847049,Q12847049,1977.0,['film'],,,,['1977 film'],['documentary film'],['Soviet Union'],['Azerbaijani'],,,,,,,,,,[]
Q12847589,Q12847589,1977.0,['film'],9.5,,,['1977 film by Məsud Pənahi'],,['Soviet Union'],,['Q12842871'],['Azerbaijanfilm'],,,,['Məsud Pənahi'],,['Antonina Korotnitskaya'],,[]
Q12849083,Q12849083,1972.0,['film'],,,,['1972 film'],['musical film'],['Soviet Union'],,['Q12846603'],['AzTV'],,,,,,,,[]
Q13053891,Q13053891,1985.0,['film'],82.0,,,['1985 film directed by Sergei Israelyan'],,['Soviet Union'],['Armenian'],['Q4204242'],['Armenfilm'],['tt0384838'],['149789'],"['Q2591268', 'Q4134090', 'Q4322571', 'Q16366524', 'Q20506946', 'Q20509494', 'Q20510034', 'Q20510438', 'Q20511418', 'Q20514013', 'Q22665521']",,,,['Tigran Mansurian'],[]
Breath,Q13054338,1988.0,['film'],90.0,['Breath'],"['Дыхание (фильм, 1989)']",['1988 film by Albert Mkrtchyan'],,['Soviet Union'],['Armenian'],['Q4298610'],['Armenfilm'],['tt0309544'],['44375'],"['Q718622', 'Q1971453', 'Q4134090', 'Q4322571', 'Q6535809', 'Q13055031', 'Q16366841', 'Q16381632', 'Q20509480', 'Q20511418', 'Q20512966', 'Q22138707', 'Q26213167']",['Albert Mkrtchyan'],,['Rudolf Vatinyan'],,"['https://ru.wikipedia.org/wiki/Дыхание_(фильм,_1989)']"
Тореадоры из Васюковки,Q12162067,1965.0,['film'],29.0,,['Тореадоры из Васюковки'],['1965 film by Samary Zelikin'],['comedy film'],['Soviet Union'],['Ukrainian'],['Q4190487'],,,,,['Vsevolod Nestayko'],,,['Dmytro Klebanov'],['https://ru.wikipedia.org/wiki/Тореадоры_из_Васюковки_(фильм)']
Утро,Q12846182,1960.0,['film'],85.0,,['Утро'],['1960 film by Aga-Rza Kuliyev'],"['costume drama', 'propaganda film']","['Soviet Union', 'Azerbaijan Soviet Socialist Republic']",['Azerbaijani'],['Q16417309'],['Azerbaijanfilm'],,,"['Q2025803', 'Q4521536', 'Q12839106', 'Q12841472', 'Q12850050', 'Q16379416']",['Mehdi Huseyn'],,['Dmitry Feldman'],['Fikret Amirov'],['https://ru.wikipedia.org/wiki/Утро_(фильм)']
Leg,Q4326939,1991.0,['film'],,['Leg'],['Нога'],['1991 film by Nikita Gennadievich Tyagunov'],['comedy film'],['Soviet Union'],['Russian'],['Q16514685'],,['tt0309922'],['41572'],['Q140738'],['Nadezhda Kozhushanaya'],,,['Oleg Karavaychuk'],"['https://en.wikipedia.org/wiki/Leg_(film)', 'https://ru.wikipedia.org/wiki/Нога_(фильм)']"
The Invisible Man,Q15271096,1984.0,['film'],89.0,['The Invisible Man'],['Человек-невидимка'],['1984 film directed by Aleksandr Zakharov'],"['science fiction film', 'film based on a novel']",['Soviet Union'],['Russian'],['Q4188610'],['Mosfilm'],['tt0087043'],['45479'],"['Q2368070', 'Q4142398', 'Q4154705', 'Q4217379', 'Q4389632', 'Q4416771', 'Q4495901', 'Q4527546']",['Aleksandr Zakharov'],['K3CSWhXOB6k'],['Valeri Shuvalov'],['Eduard Artemyev'],"['https://en.wikipedia.org/wiki/The_Invisible_Man_(1984_film)', 'https://ru.wikipedia.org/wiki/Человек-невидимка_(фильм,_1984)']"
Grandmaster,Q15985056,1972.0,['film'],87.0,['Grandmaster'],['Гроссмейстер'],['1972 film by Sergey Mikaelyan'],['melodrama'],['Soviet Union'],['Russian'],['Q3479742'],['Lenfilm'],['tt0382724'],['85183'],"['Q94572', 'Q212889', 'Q314151', 'Q502651', 'Q787038', 'Q2464491', 'Q2628071', 'Q4112451', 'Q4123341', 'Q4277588', 'Q4426667', 'Q4452639', 'Q4484103']",['Leonid Zorin'],,['Yevgeny Mezentsev'],['Veniamin Basner'],"['https://en.wikipedia.org/wiki/Grandmaster_(1972_film)', 'https://ru.wikipedia.org/wiki/Гроссмейстер_(фильм)']"
Дрянь,Q15270611,1990.0,['film'],92.0,,['Дрянь'],['1990 film by Anatoliy Ivanov'],"['drama film', 'action film', 'mystery film']",['Soviet Union'],['Russian'],['Q12073720'],['Dovzhenko Film Studios'],['tt0424057'],['94856'],"['Q4077738', 'Q4282737', 'Q4397202', 'Q4491501']",['Sergey Ustinov'],,,,['https://ru.wikipedia.org/wiki/Дрянь_(фильм)']
Украденное счастье,Q12163612,1984.0,['film'],,,['Украденное счастье'],['1984 film'],,['Soviet Union'],,['Q12161552'],,['tt0877723'],,,,,,,[]
Волшебная ночь,Q4124359,1983.0,['film'],,,['Волшебная ночь'],['1983 film'],['cinematic fairy tale'],['Soviet Union'],['Russian'],['Q4342399'],,['tt0230960'],['44652'],['Q4459824'],,,,['Sulkhan Tsintsadze'],"['https://ru.wikipedia.org/wiki/Волшебная_ночь_(фильм,_1983)']"
Songs of the Sea,Q2898626,1971.0,['film'],,['Songs of the Sea'],['Песни моря'],['1971 film by Francisc Munteanu'],['comedy film'],['Soviet Union'],['Russian'],['Q1441827'],['Mosfilm'],['tt0128126'],['45581'],"['Q277032', 'Q1336266', 'Q4438302', 'Q4481436', 'Q12737809', 'Q12740210', 'Q12744335', 'Q17152359']","['Francisc Munteanu', 'Boris Laskin']",['rjqVBGWgeTk'],,"['Temistocle Popa', 'Mark Fradkin']","['https://en.wikipedia.org/wiki/Songs_of_the_Sea_(1970_film)', 'https://ru.wikipedia.org/wiki/Песни_моря']"
Lethargy,Q15985065,1983.0,['film'],,['Lethargy'],['Летаргия'],['1983 film by Valeri Lonskoy'],['slice of life'],['Soviet Union'],['Russian'],['Q16342399'],['Mosfilm'],['tt0253209'],['45084'],['Q502651'],['Vladimir Zheleznikov'],,,['Isaac Schwartz'],"['https://en.wikipedia.org/wiki/Lethargy_(film)', 'https://ru.wikipedia.org/wiki/Летаргия_(фильм)']"
Стукач,Q20646614,1988.0,['film'],,,['Стукач'],['1988 film by Nikolay Lyrchikov'],['drama film'],['Soviet Union'],,['Q21104544'],['Gorky Film Studio'],['tt0307517'],['44017'],,,,['Andrey P. Pashkevich'],['Nikolai Karetnikov'],"['https://ru.wikipedia.org/wiki/Стукач_(фильм,_1988)']"
Night Accident,Q4327766,1980.0,['film'],88.0,['Night Accident'],['Ночное происшествие'],['1980 film by Beniamin Davydovich Dorman'],['crime film'],['Soviet Union'],['Russian'],['Q4166653'],['Gorky Film Studio'],['tt0081244'],['46457'],['Q4107030'],['Vladlen Bakhnov'],['oSRrwpnpJfY'],,['Alexey Rybnikov'],"['https://en.wikipedia.org/wiki/Night_Accident_(1980_film)', 'https://ru.wikipedia.org/wiki/Ночное_происшествие_(фильм)']"
Султан Бейбарс,Q15271047,1989.0,['film'],139.0,,['Султан Бейбарс'],['1989 film by Bulat Mansurov'],['historical film'],"['Egypt', 'Soviet Union']",['Russian'],['Q4280609'],"['Kazakhfilm', 'Roskino']",['tt0382322'],['94239'],['Q19615511'],['Moris Simashko'],,,,['https://ru.wikipedia.org/wiki/Султан_Бейбарс_(фильм)']
Необыкновенное лето,Q15270848,1979.0,['film'],,,['Необыкновенное лето'],['1979 film directed by Grigori Nikulin'],['melodrama'],['Soviet Union'],['Russian'],['Q4321210'],['Lenfilm'],['tt0461817'],['365943'],"['Q1967736', 'Q4058389', 'Q4123336', 'Q4157598', 'Q4336753', 'Q4342841', 'Q4362031', 'Q15066272']",['Maria Zvereva'],,['Nikolai Zhilin'],['Aleksandr Mnatsakanyan'],"['https://ru.wikipedia.org/wiki/Необыкновенное_лето_(фильм,_1979)']"
Несрочная весна,Q4317704,1989.0,['film'],,,['Несрочная весна'],['1989 film by Vladimir Aleksandrovitsj Tolkatsjikov'],,['Soviet Union'],['Russian'],['Q4459720'],['Belarusfilm'],['tt0259462'],['46418'],['Q4188701'],,,,,['https://ru.wikipedia.org/wiki/Несрочная_весна_(фильм)']
Oʻtgan kunlar,Q12829580,1969.0,['film'],100.0,['Oʻtgan kunlar'],['Минувшие дни (фильм)'],['1969 film by Yoʻldosh Aʼzamov'],['drama film'],['Soviet Union'],,['Q4056906'],['Uzbekfilm'],['tt0363820'],['46642'],,['Sobir Muhamedov'],,,,"['https://en.wikipedia.org/wiki/Oʻtgan_kunlar_(film)', 'https://ru.wikipedia.org/wiki/Минувшие_дни_(фильм)']"
Q56356636,Q56356636,1975.0,['film'],,,,['film'],,['Soviet Union'],,['Q4321573'],,['tt3208002'],['471480'],,,,,,[]
Q56364512,Q56364512,1969.0,['film'],,,,['film'],,['Soviet Union'],,"['Q4196052', 'Q4255248']",['Dovzhenko Film Studios'],['tt5088860'],,,['Dmitry Kholendro'],,,,[]
Незнайка с нашего двора,Q4316323,1983.0,['film'],127.0,,['Незнайка с нашего двора'],['1983 film by Irma Raush'],"['speculative/fantastic fiction film', 'musical film']",['Soviet Union'],['Russian'],"['Q1981049', 'Q4067956']",['Odesa Film Studio'],['tt0382195'],['94624'],"['Q4461337', 'Q15071056']",['Inna Vetkina'],,['Yuriy Pustovy'],['Mark Minkov'],['https://ru.wikipedia.org/wiki/Незнайка_с_нашего_двора']
The New Adventures of Captain Wrongel,Q4326518,1978.0,['film'],88.0,['The New Adventures of Captain Wrongel'],['Новые приключения капитана Врунгеля'],['1978 film by Gennady Vasilyev'],['comedy film'],['Soviet Union'],['Russian'],['Q4104585'],['Gorky Film Studio'],['tt0167313'],['46474'],"['Q730275', 'Q1149705', 'Q1964680', 'Q2382172', 'Q2568825']",['Aleksandr Khmelik'],,['Gasan Tutunov'],['Alexey Rybnikov'],"['https://en.wikipedia.org/wiki/The_New_Adventures_of_Captain_Wrongel', 'https://ru.wikipedia.org/wiki/Новые_приключения_капитана_Врунгеля']"
