itemLabel.value,film_id,year,instanceLabel,duration,englishTitle,originalTitle,description,genre,country,language,director,production_company,imdb_id,kinopoisk_id,cast,screenwriter,youtube_id,director_of_photography,composer,wikipedia_url
Malchik s konkami,Q4279589,1962.0,['film'],32.0,['Malchik s konkami'],['Мальчик с коньками'],['1962 film by Sergei Gippius'],,['Soviet Union'],['Russian'],['Q19742327'],['Lenfilm'],['tt1619850'],['507507'],['Q4242901'],['Yuri Yakovlev'],,['Vladimir Kovzel'],['Vladlen Chistyakov'],['https://ru.wikipedia.org/wiki/Мальчик_с_коньками']
Nakts bez putniem,Q4327814,1979.0,['film'],86.0,['Nakts bez putniem'],['Ночь без птиц'],['1979 film by Gunārs Cilinskis'],['drama film'],['Soviet Union'],['Russian'],['Q2026428'],['Riga Film Studio'],['tt2395351'],['596175'],"['Q3739183', 'Q4332234']",,['WRHLlI1SsQY'],,['Imants Kalniņš'],['https://ru.wikipedia.org/wiki/Ночь_без_птиц']
Inimesed sõdurisinelis,Q4272046,1968.0,['film'],91.0,['Inimesed sõdurisinelis'],['Люди в солдатских шинелях'],['1968 film by Jüri Müür'],"['drama film', 'war film']",['Soviet Union'],['Russian'],['Q1339785'],['Tallinnfilm'],['tt0445467'],['118660'],,['Paul Kuusberg'],,,,['https://ru.wikipedia.org/wiki/Люди_в_солдатских_шинелях']
Makar-sledopyt,Q4275244,1984.0,['film'],202.0,['Makar-sledopyt'],['Макар-следопыт'],['1984 film'],['adventure film'],['Soviet Union'],['Russian'],,['Lenfilm'],['tt0263692'],['95620'],"['Q1623429', 'Q4258686']",,,['Aleksandr Chechulin'],['Viktor Lebedev'],['https://ru.wikipedia.org/wiki/Макар-следопыт']
Mowgli. Return to the People,Q4285528,1971.0,['film'],19.0,['Mowgli. Return to the People'],['Маугли. Возвращение к людям'],['1971 film by Roman Davydov'],,['Soviet Union'],,['Q4153796'],,['tt1261909'],['420306'],,,,,,['https://ru.wikipedia.org/wiki/Маугли._Возвращение_к_людям']
Mowgli. Kidnapping,Q4285530,1968.0,['film'],19.0,['Mowgli. Kidnapping'],['Маугли. Похищение'],['1968 film by Roman Davydov'],,['Soviet Union'],,['Q4153796'],,['tt1259772'],['420304'],,,,['Elena Petrova'],,['https://ru.wikipedia.org/wiki/Маугли._Похищение']
Million v brachnoy korzine,Q4293555,1985.0,['film'],94.0,['Million v brachnoy korzine'],['Миллион в брачной корзине'],['1985 film by Vsevolod Shilovskiy'],['comedy film'],['Soviet Union'],['Russian'],['Q4265604'],['Odesa Film Studio'],['tt0154877'],['46635'],"['Q446914', 'Q603381', 'Q1970312', 'Q2370506', 'Q4524232', 'Q7210417']",,['yioch-zfWWM'],['Vadim Avloshenko'],['Ilya Katayev'],['https://ru.wikipedia.org/wiki/Миллион_в_брачной_корзине']
Nebo so mnoy,Q4315542,1974.0,['film'],96.0,['Nebo so mnoy'],['Небо со мной'],['1974 film by Valeri Lonskoy'],['drama film'],['Soviet Union'],['Russian'],['Q16342399'],['Mosfilm'],['tt0300254'],['46379'],,,,['Igor Chernykh'],,['https://ru.wikipedia.org/wiki/Небо_со_мной']
Stalingrad,Q4439205,1989.0,['film'],196.0,['Stalingrad'],['Сталинград'],['1989 film by Yuri Ozerov'],['war film'],"['Germany', 'Soviet Union']","['German', 'Russian']",['Q655494'],"['DEFA', 'Mosfilm', 'Barrandov Studios', 'Warner Bros.']",['tt0174240'],['94262'],"['Q73467', 'Q376335', 'Q442973', 'Q503027', 'Q1038736', 'Q1196388', 'Q1381935', 'Q1560633', 'Q1629924', 'Q1755886', 'Q2299195', 'Q2376215', 'Q2626247', 'Q3544135', 'Q4255257', 'Q4460590', 'Q19546966']",['Yuri Ozerov'],"['DSlTKsM0zzA', 'GoPben2Eha4']",['Igor Slabnevich'],['Yuri Levitin'],"['https://en.wikipedia.org/wiki/Stalingrad_(1990_film)', 'https://ru.wikipedia.org/wiki/Сталинград_(фильм,_1989)']"
Wine,Q4456135,1973.0,['film'],77.0,['Wine'],['Терпкий виноград'],['1973 film by Bagrat Hovhannisyan'],['drama film'],['Soviet Union'],['Russian'],['Q20511379'],['Armenfilm'],['tt0418733'],['201147'],"['Q2591268', 'Q4322571', 'Q4523123', 'Q13052590', 'Q16366841', 'Q20511028', 'Q20512336']",['Ruben Hovsepyan'],,['Sergei Israelyan'],['Robert Amirkhanyan'],['https://ru.wikipedia.org/wiki/Терпкий_виноград']
Трое,Q4463344,1970.0,['film'],,,['Трое'],['1970 film by Isidore Annenski'],['drama film'],['Soviet Union'],['Russian'],['Q742107'],['Gorky Film Studio'],['tt5088720'],,['Q4462685'],['Isidore Annenski'],,['Aleksandr Rybin'],,"['https://ru.wikipedia.org/wiki/Трое_(фильм,_1969)']"
Turandot,Q4465698,1990.0,['film'],98.0,['Turandot'],['Турандот'],"[""1990 Georgian movie (in Russian not based on Gozzi's tale)""]",['pritcha'],['Soviet Union'],['Russian'],['Q4519840'],['Kartuli Pilmi'],['tt0287057'],['42370'],['Q4286614'],"['Rezo Cheishvili', 'Otar Shamatava']",,,,['https://ru.wikipedia.org/wiki/Турандот_(фильм)']
Silvia,Q4419339,1981.0,['film'],,['Silvia'],['Сильва'],['1981 film by Yan Frid'],['musical film'],['Soviet Union'],['Russian'],['Q4492698'],['Lenfilm'],['tt0237742'],['94319'],"['Q384090', 'Q433411', 'Q721148', 'Q2306866', 'Q2568825', 'Q4139618', 'Q4207326', 'Q4255798', 'Q4362693', 'Q4410277', 'Q4428290']","['Mikhail Mishin', 'Yan Frid']","['0GVT-56FIQ4', 'KQcDPtfpd3g']",['Eduard Rozovsky'],['Emmerich Kálmán'],"['https://ru.wikipedia.org/wiki/Сильва_(фильм,_1981)']"
The Bodyguard,Q4454259,1979.0,['film'],90.0,['The Bodyguard'],['Телохранитель'],['1979 film by Ali Hamroyev'],['Western film'],['Soviet Union'],['Russian'],['Q1898709'],,['tt0171819'],['42227'],['Q620653'],,,['Leonid Kalashnikov'],['Eduard Artemyev'],"['https://en.wikipedia.org/wiki/The_Bodyguard_(1979_film)', 'https://ru.wikipedia.org/wiki/Телохранитель_(фильм,_1979)']"
Telegram,Q4453991,1971.0,['film'],90.0,['Telegram'],['Телеграмма'],['1971 film b5oy Rolan Bykov'],['adventure film'],['Soviet Union'],['Russian'],['Q378333'],['Mosfilm'],['tt0067838'],['42226'],"['Q310873', 'Q378333', 'Q1964825', 'Q2398970', 'Q4070798', 'Q4528025']","['Semyon Lungin', 'Ilya Nusinov']",['aMWbDj1lNNM'],['Anatoly Mukasey'],['Mikhail Meerovich'],"['https://en.wikipedia.org/wiki/Telegram_(film)', 'https://ru.wikipedia.org/wiki/Телеграмма_(фильм,_1971)']"
Семьянин,Q4415706,1991.0,['film'],76.0,,['Семьянин'],['1991 film by Sergei Nikonenko'],['comedy film'],['Soviet Union'],['Russian'],['Q2376215'],,['tt0102874'],['43674'],"['Q287110', 'Q470452', 'Q539500', 'Q775340', 'Q2376215', 'Q4125515', 'Q4199839', 'Q4258887', 'Q4322639']",['Vladimir Gonik'],['7gUxPYK3FjQ'],,,
Пять минут страха,Q4386078,1985.0,['film'],84.0,,['Пять минут страха'],['1985 film by Andrey Ladynin'],,['Soviet Union'],['Russian'],['Q4252697'],['Mosfilm'],['tt0089857'],['43370'],"['Q2003697', 'Q2368070', 'Q4136019', 'Q4174184']",['Sergey Vysotsky'],,['Viktor Sheynin'],['Vyacheslav Ganelin'],[]
Раньше было другое время,Q4389992,1987.0,['film'],,,['Раньше было другое время'],['1987 film by Aleksei Balabanov'],,['Soviet Union'],['Russian'],['Q557323'],['Sverdlovsk Film Studio'],['tt5165722'],['669276'],"['Q1862092', 'Q4369593']",['Aleksei Balabanov'],,,,['https://ru.wikipedia.org/wiki/Раньше_было_другое_время']
Recipe of Her Youth,Q4393889,1983.0,['film'],92.0,['Recipe of Her Youth'],['Рецепт её молодости'],['1983 film by Evgeniy Ginzburg'],"['speculative/fantastic fiction film', 'musical film']",['Soviet Union'],['Russian'],['Q4138630'],['Mosfilm'],['tt0086187'],['42089'],"['Q68537', 'Q461085', 'Q471740', 'Q1623429', 'Q4397484']",['Aleksandr Adabashyan'],,,['George Garanian'],"['https://en.wikipedia.org/wiki/Recipe_of_Her_Youth', 'https://ru.wikipedia.org/wiki/Рецепт_её_молодости']"
Primary Russia,Q4401139,1985.0,['film'],140.0,['Primary Russia'],['Русь изначальная'],['1985 film by Gennady Vasilyev'],"['medieval film', 'historical film']",['Soviet Union'],['Russian'],['Q4104585'],['Gorky Film Studio'],['tt0091876'],['42142'],"['Q271485', 'Q380250', 'Q400825', 'Q433411', 'Q1717612', 'Q3061588', 'Q3540962', 'Q4099500', 'Q4137597', 'Q4176044', 'Q4199507', 'Q4212637', 'Q4217379', 'Q4227521', 'Q4230670', 'Q4264383', 'Q4272643', 'Q4315752', 'Q4410277', 'Q4450370', 'Q4468475', 'Q4536831', 'Q16645272', 'Q16683430']","['Gennady Vasilyev', 'Mikhail Vorfolomeyev']","['nj42nv-8rIg', 'Qzb1p7sIGi8']",,['Alexey Rybnikov'],"['https://en.wikipedia.org/wiki/Primary_Russia', 'https://ru.wikipedia.org/wiki/Русь_изначальная_(фильм)']"
Рудольфио,Q4399737,1969.0,['film'],,,['Рудольфио'],['1969 film by Dinara Asanova'],['drama film'],['Soviet Union'],['Russian'],['Q1975423'],['Lenfilm'],['tt0170524'],['42139'],['Q4314324'],['Dinara Asanova'],,['Nikolay Pokoptsev'],['Yevgeny Krylatov'],['https://ru.wikipedia.org/wiki/Рудольфио']
"Рыжий, честный, влюблённый",Q4401771,1984.0,['film'],,,"['Рыжий, честный, влюблённый']",['1984 film by Leonid Nechayev'],['cinematic fairy tale'],['Soviet Union'],['Russian'],['Q2997753'],['Belarusfilm'],['tt0213207'],['77285'],"['Q463528', 'Q3154381', 'Q3391400', 'Q4184407', 'Q4463927']",['Georgy Polonsky'],,,['Igor Efremov'],"['https://ru.wikipedia.org/wiki/Рыжий,_честный,_влюблённый']"
The Most Charming and Attractive,Q4406483,1985.0,['film'],89.0,['The Most Charming and Attractive'],['Самая обаятельная и привлекательная'],['1985 film by Gerald Bezhanov'],['comedy film'],['Soviet Union'],['Russian'],['Q4080704'],['Mosfilm'],['tt0089957'],['43602'],"['Q461085', 'Q1962742', 'Q2368070', 'Q4104765', 'Q4227521']","['Gerald Bezhanov', 'Anatoly Eiramdzhan']","['v7PbeasXUbM', 'OPMZftf-sJc']",['Valentin Piganov'],['Vladimir Rubashevsky'],"['https://en.wikipedia.org/wiki/The_Most_Charming_and_Attractive', 'https://ru.wikipedia.org/wiki/Самая_обаятельная_и_привлекательная']"
Самая длинная соломинка,Q4406487,1982.0,['film'],,,['Самая длинная соломинка'],['1982 film by Dzidra Ritenberga'],['drama film'],['Soviet Union'],['Russian'],['Q465479'],['Riga Film Studio'],['tt2396619'],['470737'],"['Q4241535', 'Q4285056', 'Q4424819', 'Q4443874', 'Q4451898']",,,,,['https://ru.wikipedia.org/wiki/Самая_длинная_соломинка']
Wedding in Malinovka,Q4409920,1967.0,['film'],95.0,['Wedding in Malinovka'],['Свадьба в Малиновке'],['1967 film by Andrey Tutyshkin'],['musical film'],['Soviet Union'],['Russian'],['Q3560924'],['Lenfilm'],['tt0062323'],['44045'],"['Q730275', 'Q1071709', 'Q1967736', 'Q1971562', 'Q2399011', 'Q3918042', 'Q4063144', 'Q4104568', 'Q4114246', 'Q4320581', 'Q4336582', 'Q4423479', 'Q4462346', 'Q13415809', 'Q13417999']",['Leonid Yukhvid'],['I9SUZJYrLiI'],['Vyacheslav Fastovich'],['Boris Alexandrovich Alexandrov'],"['https://en.wikipedia.org/wiki/Wedding_in_Malinovka', 'https://ru.wikipedia.org/wiki/Свадьба_в_Малиновке_(фильм)']"
"Свечка, яркая как солнце",Q4410604,1986.0,['film'],,,"['Свечка, яркая как солнце']",['1986 film by Lūcija Ločmele'],,['Soviet Union'],['Russian'],['Q4267596'],['Riga Film Studio'],['tt1869687'],['590269'],,,,,['Imants Kalniņš'],"['https://ru.wikipedia.org/wiki/Свечка,_яркая_как_солнце']"
Сдаётся квартира с ребёнком,Q4411773,1978.0,['film'],80.0,,['Сдаётся квартира с ребёнком'],['1978 film directed by Viktor Kryuchkov'],['comedy film'],['Soviet Union'],['Russian'],['Q21103026'],['Mosfilm'],['tt0397623'],['274604'],,['Eduard Akopov'],,,,['https://ru.wikipedia.org/wiki/Сдаётся_квартира_с_ребёнком']
Сделано в СССР,Q4411800,1990.0,['film'],82.0,,['Сделано в СССР'],['1990 Soviet film by Vladimir Shamshurin'],['drama film'],['Soviet Union'],['Russian'],['Q4519995'],,['tt0100562'],['43640'],"['Q471740', 'Q2368070']",,,,,['https://ru.wikipedia.org/wiki/Сделано_в_СССР_(фильм)']
Сегодня премьера,Q4412803,1965.0,['film'],,,['Сегодня премьера'],['1965 film by Semyon Aranovich'],['documentary film'],['Soviet Union'],['Russian'],['Q2001026'],,,,['Q862244'],,,,,['https://ru.wikipedia.org/wiki/Сегодня_—_премьера']
Seven Happy Notes (1981),Q4415676,1981.0,['film'],,['Seven Happy Notes (1981)'],['Семь счастливых нот'],"['Soviet musical comedy, television movie review']",['comedy film'],['Soviet Union'],['Russian'],['Q4288956'],['Lenfilm'],['tt5570514'],['480565'],"['Q459777', 'Q4410277']",,,,['Maksim Dunayevsky'],['https://ru.wikipedia.org/wiki/Семь_счастливых_нот']
Sentimental Romance,Q4416370,1976.0,['film'],97.0,['Sentimental Romance'],['Сентиментальный роман'],['1976 film'],['melodrama'],['Soviet Union'],['Russian'],['Q1273278'],['Lenfilm'],['tt0075190'],['43678'],"['Q68537', 'Q314067', 'Q457434', 'Q1970444', 'Q2115169', 'Q2568825', 'Q4094751', 'Q4132614', 'Q4157996']",['Igor Maslennikov'],['5z__aCQLe7Y'],['Dmitriy Meskhiev'],['Vladimir Dashkevich'],"['https://en.wikipedia.org/wiki/Sentimental_Romance_(1977_film)', 'https://ru.wikipedia.org/wiki/Сентиментальный_роман']"
Серафим Полубес и другие жители земли,Q4416643,1983.0,['film'],,,['Серафим Полубес и другие жители земли'],['1983 film by Viktor Prokhorov'],['melodrama'],['Soviet Union'],['Russian'],['Q4382147'],['Mosfilm'],['tt0261288'],['43679'],"['Q1990895', 'Q3918042', 'Q4095331', 'Q4265123', 'Q4314660', 'Q4318167']",['Aleksandr Aleksandrov'],,['Pavel Lebeshev'],['Alexey Rybnikov'],['https://ru.wikipedia.org/wiki/Серафим_Полубес_и_другие_жители_Земли']
Сердце не прощает,Q4417251,1961.0,['film'],,,['Сердце не прощает'],['1961 film by Vladimir Dovgan'],,['Soviet Union'],['Russian'],['Q21191338'],['Yalta Film Studios'],['tt0314638'],['43687'],,,['nN_9_5zk3wc'],['Tamara Lobova'],,['https://ru.wikipedia.org/wiki/Сердце_не_прощает']
Sinyaya Tetrad,Q4420650,1963.0,['film'],87.0,['Sinyaya Tetrad'],['Синяя тетрадь'],['1963 film by Lev Kulidzhanov'],['drama film'],['Soviet Union'],['Russian'],['Q1969437'],['Gorky Film Studio'],['tt0173202'],['43796'],"['Q362133', 'Q800029', 'Q1394102', 'Q2068051', 'Q3341639', 'Q4245021', 'Q4319665', 'Q4342518']",['Lev Kulidzhanov'],,['Igor Shatrov'],['Mikhail Ziv'],"['https://en.wikipedia.org/wiki/The_Blue_Notebook', 'https://ru.wikipedia.org/wiki/Синяя_тетрадь_(фильм)']"
Sirano de Berzherak,Q4420720,1989.0,['film'],90.0,['Sirano de Berzherak'],['Сирано де Бержерак'],['1989 film by Naum Birman'],['historical film'],['Soviet Union'],['Russian'],['Q4087047'],['Lenfilm'],['tt2518574'],['445423'],"['Q433411', 'Q713877', 'Q2370506', 'Q4292735', 'Q4410277']",['Aleksandr Volodin'],,['Genrikh Marandzhyan'],['Isaac Schwartz'],"['https://ru.wikipedia.org/wiki/Сирано_де_Бержерак_(фильм,_1989)']"
Legend of Rustam,Q4421346,1971.0,['film'],138.0,['Legend of Rustam'],['Сказание о Рустаме'],['1971 film by Boris Kimyagarov'],"['epic poem', 'fantasy film']",['Soviet Union'],['Russian'],['Q650166'],['Tajikfilm'],['tt2262101'],['503263'],"['Q1967346', 'Q4105253', 'Q4327263', 'Q4461502', 'Q4495330', 'Q4498719', 'Q20608866']",['Grigori Koltunov'],,['Davlat Khudonazarov'],['Arif Malikov'],['https://ru.wikipedia.org/wiki/Сказание_о_Рустаме']
Mournful Unconcern,Q4422207,1986.0,['film'],110.0,['Mournful Unconcern'],['Скорбное бесчувствие'],['1986 film by Alexander Sokurov'],['drama film'],['Soviet Union'],['Russian'],['Q55172'],['Lenfilm'],['tt0124127'],['43825'],['Q1966522'],['Yuriy Arabov'],,['Sergey Yurizditsky'],,"['https://en.wikipedia.org/wiki/Mournful_Unconcern', 'https://ru.wikipedia.org/wiki/Скорбное_бесчувствие']"
Сказка как сказка,Q4421369,1978.0,['film'],,,['Сказка как сказка'],['1978 film by Oleg Bijma'],['musical film'],['Soviet Union'],['Russian'],['Q4086540'],,['tt2942790'],['585318'],['Q4424811'],,,,,['https://ru.wikipedia.org/wiki/Сказка_как_сказка…']
Footprint in the Ocean,Q4423233,1965.0,['film'],,['Footprint in the Ocean'],['След в океане'],['1964 film by Oleg Nikolayevsky'],['spy film'],['Soviet Union'],['Russian'],['Q4320453'],['Sverdlovsk Film Studio'],['tt0314678'],['43839'],,,['-0xCL_M70hQ'],,,"['https://en.wikipedia.org/wiki/Footprint_in_the_Ocean', 'https://ru.wikipedia.org/wiki/След_в_океане']"
The Devil's Servants,Q4423987,1970.0,['film'],,"[""The Devil's Servants""]",['Слуги дьявола'],['1970 film by Aleksandrs Leimanis'],"['comedy film', 'romance film', 'historical film']",['Soviet Union'],['Latvian'],['Q4715657'],['Riga Film Studio'],['tt0314684'],['43866'],"['Q4341960', 'Q4530225']",,,['Mārtiņš Oskars Kleins'],['Raimonds Pauls'],"[""https://en.wikipedia.org/wiki/The_Devil's_Servants"", 'https://ru.wikipedia.org/wiki/Слуги_дьявола_(фильм)']"
След дождя,Q4423232,1991.0,['film'],,,['След дождя'],['1991 film'],['drama film'],['Soviet Union'],['Russian'],['Q117854329'],,['tt0102944'],['43837'],"['Q2368070', 'Q2992071', 'Q3740637', 'Q4424811']",,,,,['https://ru.wikipedia.org/wiki/След_дождя']
Следствие ведут ЗнаТоКи. Из жизни фруктов,Q4423264,1981.0,['film'],,,['Следствие ведут ЗнаТоКи. Из жизни фруктов'],['1981 film'],,['Soviet Union'],['Russian'],['Q4465743'],,['tt0236905'],['88729'],"['Q1987569', 'Q4257275', 'Q4282895']",['Olga Lavrova'],,,['Mark Minkov'],['https://ru.wikipedia.org/wiki/Следствие_ведут_ЗнаТоКи._Из_жизни_фруктов']
Следствием установлено,Q4423291,1981.0,['film'],87.0,,['Следствием установлено'],['1981 film by Ada Neretniece'],['crime film'],['Soviet Union'],['Russian'],['Q4317469'],['Riga Film Studio'],['tt0237750'],['43842'],"['Q257901', 'Q2026428']",,['Tf4bNrpS-mg'],['Mārtiņš Oskars Kleins'],['Ivars Vīgners'],['https://ru.wikipedia.org/wiki/Следствием_установлено']
Dogs' Feast,Q4425744,1990.0,['film'],112.0,"[""Dogs' Feast""]",['Собачий пир'],['1990 film by Leonid Menaker'],['drama film'],['Soviet Union'],['Russian'],['Q4290296'],['Lenfilm'],['tt0128555'],['43893'],['Q3888966'],['Viktor Merezhko'],['ugI3mRrwqiU'],['Vladimir Kovzel'],['Andrey Petrov'],"[""https://en.wikipedia.org/wiki/Dogs'_Feast"", 'https://ru.wikipedia.org/wiki/Собачий_пир']"
Absolutely Seriously,Q4426171,1961.0,"['film', 'anthology film']",83.0,['Absolutely Seriously'],['Совершенно серьёзно'],['1961 Soviet anthology film'],['comedy film'],['Soviet Union'],['Russian'],"['Q4462253', 'Q23656002', 'Q312480', 'Q381944', 'Q552450', 'Q4054310']",['Mosfilm'],['tt0055468'],['43931'],"['Q310873', 'Q469557', 'Q1153582', 'Q1532068', 'Q2067930', 'Q2631297', 'Q4085880', 'Q4110973', 'Q4296110', 'Q4322639', 'Q4369544', 'Q4484112']","['Moris Slobodskoy', 'Leonid Gaidai', 'Eldar Ryazanov', 'Emil Braginsky', 'Vladimir Dykhovichny', 'William Kozlov', 'Boris Laskin']",['SUe5icgNSFk'],"['Savva Kulish', 'Konstantin Brovin', 'Anatoly Nitochkin']","['Arkady Ostrovsky', 'Bogdan Trotsyuk', 'Aleksandr Zatsepin', 'Anatoly Lepin', 'Yevgeny Krylatov', 'Nikita Bogoslovsky']","['https://en.wikipedia.org/wiki/Absolutely_Seriously', 'https://ru.wikipedia.org/wiki/Совершенно_серьёзно']"
Degree of Risk,Q4442050,1968.0,['film'],90.0,['Degree of Risk'],['Степень риска'],['1968 film by Ilya Averbakh'],['drama film'],['Soviet Union'],['Russian'],['Q4055630'],['Lenfilm'],['tt0063644'],['43993'],"['Q380250', 'Q1071694', 'Q1959505']",['Ilya Averbakh'],,['Vladimir Kovzel'],,"['https://en.wikipedia.org/wiki/Degree_of_Risk', 'https://ru.wikipedia.org/wiki/Степень_риска_(фильм,_1968)']"
Dancefloor,Q4451328,1985.0,['film'],,['Dancefloor'],['Танцплощадка'],['1985 film by Samson Samsonov'],,['Soviet Union'],['Russian'],['Q1977316'],['Mosfilm'],['tt0090126'],['42207'],['Q4155996'],,,,,['https://ru.wikipedia.org/wiki/Танцплощадка_(фильм)']
Тайна золотой горы,Q4449947,1985.0,['film'],,,['Тайна золотой горы'],['1985 film directed by Nikolai Gusarov'],,['Soviet Union'],['Russian'],['Q15065675'],['Sverdlovsk Film Studio'],['tt0265841'],['102831'],['Q4322614'],,['XPRyCjnh6yU'],,['Robert Gazizov'],['https://ru.wikipedia.org/wiki/Тайна_золотой_горы']
Тайная прогулка,Q4449967,1985.0,['film'],78.0,,['Тайная прогулка'],['1985 film'],"['war film', 'drama film']",['Soviet Union'],['Russian'],['Q4297719'],['Gorky Film Studio'],['tt0265842'],['161179'],"['Q664373', 'Q4104058', 'Q4282631', 'Q4322639', 'Q4368177']",,,,,['https://ru.wikipedia.org/wiki/Тайная_прогулка']
"Там, за горизонтом",Q4450745,1975.0,['film'],,,"['Там, за горизонтом']",['1975 film by Yuri Yegorov'],['drama film'],['Soviet Union'],['Russian'],['Q4173788'],['Gorky Film Studio'],['tt0073787'],['42202'],['Q4089118'],['Yuzef Printsev'],,,['Mark Fradkin'],"['https://ru.wikipedia.org/wiki/Там,_за_горизонтом']"
A Taiga Story,Q4453107,1980.0,['film'],,['A Taiga Story'],['Таёжная повесть'],['1980 film by Vladimir Fetin'],['drama film'],['Soviet Union'],['Russian'],['Q4483301'],['Lenfilm'],['tt0157099'],['42217'],"['Q2627297', 'Q4220776', 'Q4424477']",['Albina Shulgina'],,['Yevgeni Shapiro'],['Vasily Solovyov-Sedoi'],"['https://en.wikipedia.org/wiki/A_Taiga_Story', 'https://ru.wikipedia.org/wiki/Таёжная_повесть']"
Three Times About Love,Q4463024,1981.0,['film'],,['Three Times About Love'],['Трижды о любви'],['1981 film by Viktor Tregubovich'],['drama film'],['Soviet Union'],['Russian'],['Q3558326'],['Lenfilm'],['tt0176245'],['42317'],['Q4382051'],['Budimir Metalnikov'],,['Nikolay Pokoptsev'],['Georgy Portnov'],"['https://en.wikipedia.org/wiki/Three_Times_About_Love', 'https://ru.wikipedia.org/wiki/Трижды_о_любви']"
To Kill a Dragon,Q4468674,1988.0,['film'],116.0,['To Kill a Dragon'],['Убить дракона'],['1988 film by Mark Zakharov'],"['fantasy film', 'parable']","['Germany', 'Soviet Union']",['Russian'],['Q1229601'],"['Bavaria Film', 'Sovinfilm', 'ZDF', 'Mosfilm']",['tt0096329'],['42487'],"['Q312483', 'Q314067', 'Q372234', 'Q461085', 'Q640516', 'Q717810', 'Q944215', 'Q1443821', 'Q1958260', 'Q4056631', 'Q4093835', 'Q4103664', 'Q4122609', 'Q4123391', 'Q4150211', 'Q4188704', 'Q4314651', 'Q4389429', 'Q4430429', 'Q4484032', 'Q4492999', 'Q15061287', 'Q16536400', 'Q16712261']","['Evgeny Shvarts', 'Mark Zakharov', 'Grigori Gorin']",['qGbN7cUgJlo'],['Vladimir Nakhabtsev'],['Gennady Gladkov'],"['https://en.wikipedia.org/wiki/To_Kill_a_Dragon', 'https://ru.wikipedia.org/wiki/Убить_дракона']"
Тёща,Q4468193,1973.0,['film'],,,['Тёща'],['1973 film'],,['Soviet Union'],['Russian'],['Q55103324'],['Belarusfilm'],['tt0314808'],['42386'],['Q4215853'],,['UHxd75npTow'],,['Yevgeny Krylatov'],['https://ru.wikipedia.org/wiki/Тёща_(фильм)']
Украденный поезд,Q4470385,1970.0,['film'],,,['Украденный поезд'],['1970 film by Vladimir Yanchev'],,['Soviet Union'],['Russian'],['Q12275507'],['Gorky Film Studio'],['tt0318526'],['213694'],"['Q535200', 'Q2003697', 'Q3918052', 'Q12273651', 'Q12295207']",['Semyon Nagornyj'],,,,['https://ru.wikipedia.org/wiki/Украденный_поезд']
Senit zon,Q4448421,1990.0,['film'],,['Senit zon'],['Сэнит зон'],['1990 film by Yefim Galperin'],['comedy film'],['Soviet Union'],['Russian'],['Q4132883'],,['tt0100576'],['43676'],['Q3918042'],"['Semyon Vinokur', 'Yefim Galperin']",['kyZsYZYuc-I'],,,['https://ru.wikipedia.org/wiki/Сэнит_зон']
Seven Steps Beyond the Horizon,Q4415686,1968.0,['film'],69.0,['Seven Steps Beyond the Horizon'],['Семь шагов за горизонт'],['1968 film by Feliks Sobolev'],['popular-science film'],['Soviet Union'],['Russian'],['Q4425831'],['Kievnauchfilm'],['tt15452166'],['472185'],,['Yevgeni Zagdansky'],,['Leonid Pryadkin'],,['https://ru.wikipedia.org/wiki/Семь_шагов_за_горизонт']
Travels of Mr. Kleks,Q4384276,1986.0,['film'],164.0,['Travels of Mr. Kleks'],['Путешествие пана Кляксы'],['1986 film by Krzysztof Gradowski'],['science fiction film'],"['Poland', 'Soviet Union']",['Russian'],['Q11749231'],['Gorky Film Studio'],['tt0091772'],['43050'],['Q55373'],['Krzysztof Gradowski'],,['Włodzimierz Głodek'],,['https://ru.wikipedia.org/wiki/Путешествия_пана_Кляксы']
Raspisaniye na poslezavtra,Q4390228,1978.0,['film'],87.0,['Raspisaniye na poslezavtra'],['Расписание на послезавтра'],['1978 film by Igor Dobrolyubov'],"['drama film', 'novella film']",['Soviet Union'],['Russian'],['Q3919382'],['Belarusfilm'],['tt0156939'],['42045'],"['Q271485', 'Q2364264']",,['SKU0JzheoFw'],,,['https://ru.wikipedia.org/wiki/Расписание_на_послезавтра']
Sasha-Sashenka,Q4409597,1966.0,['film'],68.0,['Sasha-Sashenka'],['Саша-Сашенька'],['1966 film by Vitaliy Chetverikov'],['comedy film'],['Soviet Union'],['Russian'],['Q12170138'],['Belarusfilm'],['tt5052948'],['469715'],"['Q2370733', 'Q4382654']",['Lydia Vakulovskaya'],,,['Yevgeny Glebov'],['https://ru.wikipedia.org/wiki/Саша-Сашенька']
Samyy silnyy,Q4407207,1973.0,['film'],84.0,['Samyy silnyy'],['Самый сильный'],['1973 film by Oleg Nikolayevsky'],"['fantasy film', 'family film']",['Soviet Union'],['Russian'],['Q4320453'],['Sverdlovsk Film Studio'],['tt0070627'],['43615'],"['Q2272478', 'Q4163991', 'Q4224319', 'Q4290872']",,"['-xqQWoOkkUA', 'sRLdmHGmaKA']",['Vasily Kirbizhekov'],['Yevgeny Stikhin'],['https://ru.wikipedia.org/wiki/Самый_сильный']
